Test ID,Test Date,Tester Name,Type of Question,Build / Version,Sprint / Cycle,Channel Tested,Language Tested,Question ID,Query Text (Original),Question Category,Time Question Asked (HH:MM:SS),Time Answer Received (HH:MM:SS),Respo nse Time (mins) [Auto],SLA Status,Question in Review Model?,Question Correctly Framed?,Original Language,Translated Language,Translation Quality,Translation Error Type,Tagging,Allocated to Reviewer?,Author's Name,Author Assignment Time,Author Completion Time,Author TAT (mins) [Auto],Reviewer1 Name,Reviewer1 Assignment Time,Reviewer1 Completion Time,Review1 TAT (mins) [Auto],Reviewer2 Name,Reviewer2 Assignment Time,Reviewer2 Completion Time,Review2 TAT (mins) [Auto],Reviewer3 Name,Reviewer3 Assignment Time,Reviewer3 Completion Time,Review3 TAT (mins) [Auto],Reviewer4 Name,Reviewer4 Assignment Time,Reviewer4 Completion Time,Review4 TAT (mins) [Auto],Reviewer5 Name,Reviewer5 Assignment Time,Reviewer5 Completion Time,Review5 TAT (mins) [Auto],Moderator's Name,Moderator Assignment Time,ModeratorCompletion Time,Moderator TAT (mins) [Auto],Follow-up Q in Review Model?,Answer Scientifically Correct?,Expert Name Displayed?,Correct Expert Name?,Source Links Provided?,120-min Msg Shown to User?,Notification Received?,Notification on Same Thread?,Notification Linked Correct Q-ID?,Voice Input Working?,Voice Output Working?,Voice Input Quality,Voice Output Quality,Voice Issue Description,Weather Q Answered Correctly?,Mandi Price Q Correct?,Scheme Q Correct?,Question Saved in DB?,Answer Saved in DB?,Q-ID Consistent Across Systems?,WhatsApp vs Web Answer Match?,Overall Test Status,Defect Severity,"Defect ID / Bug Ref
Zoho Desk Ticketing",Reviewer Remarks,Tester Remarks,Status,,,
TL-1185,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,WhatsApp,English,1f16c4ee-dad5-6dc5-801c-8c6bab7dc9b9,"What are the causes, symptoms, and management strategies for wilt disease in tomato crops in Andhra Pradesh?",Plant protection,"Jun 20, 2026, 7:52 AM","20/6/2026, 7:52:47 am",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Successfully Identified as Duplicate,NA,Successfully Identified as Duplicate,Successfully Identified as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-1186,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,Web App,English,1f16a0ef-844a-6fd5-8005-5b2b44523d53,What are the best practices for managing the growth and development of tomato plants to ensure high yields in Andhra Pradesh?,Cultural and Crop Management Practices,11:10:00,"20/6/2026, 8:15:06 am",#VALUE!,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,Yes,Sharmila S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Yes,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,2 hours disclaimer is seen. On regenerating the same 2 hours disclaimer is shown again. answer received after 2 dyas,,,,
TL-1187,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,WhatsApp,English,1f16c522-596c-6552-8023-8364bd6ccf4b,What are the best practices for managing the growth and development of tomato plants to ensure high yields in Andhra Pradesh?,Cultural and Crop Management Practices,"Jun 20, 2026, 8:15 AM","20/6/2026, 8:15:49 am",#VALUE!,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Successfully Identified as Duplicate,NA,Successfully Identified as Duplicate,Successfully Identified as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,,,,
TL-1188,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,Web App,English,"1f16a104-3140-612a-8005-
1bf9be299678","What are the causes, symptoms, and management strategies for viral diseases in tomato crops in Andhra Pradesh?",Disease Management,11:19:00,"19/6/2026, 8:19:31 am",#VALUE!,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,yes,Varsha Shekhar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,2 hours disclaimer is seen. On regenerating the same 2 hours disclaimer is shown again. answer received after 45 hours,Expected Output,,,
TL-1189,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,WhatsApp,English,1f16b7fc-7340-61fc-800c-ca0733982ed5,"What are the causes, symptoms, and management strategies for viral diseases in tomato crops in Andhra Pradesh?",Disease Management,8:28 AM,"20/6/2026, 8:28:52 am",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Good to go,Expected Output,,,
TL-1190,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,Web App,English,1f16a122-575f-685d-8005-fd4227363e1a,How can I effectively manage Helicoverpa armigera (Tomato Fruit Borer) infestations in my tomato crop in Andhrapradesh?,Insect–Pest Management,11:32:00,"19/6/2026, 7:09:22 am",#VALUE!,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,Successfully Identified as Duplicate,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,2 hours disclaimer is seen. On regenerating the same 2 hours disclaimer is shown again. . answer received after 1 day,Expected Output,,,
TL-1192,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,Web App,English,1f16a12a-a8c3-6ed0-8005-a48f011d94e7,What are the causes of black spots on tomato fruits and how can they be managed effectively in Andhra Pradesh?,Disease Management,11:36 AM,"19/6/2026, 10:41:11 am",#VALUE!,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,yes,Dev Jagdishbhai Bhutiya,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,2 hours disclaimer is seen. On regenerating the same 2 hours disclaimer is shown again . Answer received after 47 hours,Expected Output,,,
TL-1193,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,WhatsApp,English,1f16c5e4-56a6-66d3-8033-c412c22c9041,What are the causes of black spots on tomato fruits and how can they be managed effectively in Andhra Pradesh?,Disease Management,09:42:00,"20/6/2026, 9:42:37 am",#VALUE!,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Successfully Identified as Duplicate,NA,Successfully Identified as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,,Expected Output,,,
TL-1194,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,Web App,English,1f16a137-76b6-6259-8005-7811abbd9d5e,"What are the causes of leaf curling in tomato crops, and what are the most effective management strategies to control it in Andhra pradesh?",Plant protection,11:42:00,"19/6/2026, 10:32:47 am",#VALUE!,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,yes,Anil Kumar S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,2 hours disclaimer is seen. On regenerating the same 2 hours disclaimer is shown again . Answer recived after 46 hours,Expected Output,,,
TL-1195,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,WhatsApp,English,1f16c615-f60d-692a-803a-8e9459d5ed06,"What are the causes of leaf curling in tomato crops, and what are the most effective management strategies to control it in Andhra pradesh?",Plant protection,"Jun 20, 2026, 10:04 AM","20/6/2026, 10:04:49 am",#VALUE!,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,NA,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Successfully Identified as Duplicate,NA,Successfully Identified as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,Successfully Identified as Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,,Expected Output,,,
TL-1196,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,Web App,English,1f16a14c-4005-67d5-8005-75d0971cc02f,How can I identify and manage calcium deficiency in tomato crops in Andhra Pradesh?,Soil Health and Nutrient Management,11:51:00,"19/6/2026, 9:31:01 am",#VALUE!,SLA Breached,Yes,Well Framed,English,English,Correct,NIL,NA,yes,B. Sasidhar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NIL,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,2 hours disclaimer is seen. On regenerating the same 2 hours disclaimer is shown again ,Expected Output,,,
TL-1197,2026-06-17,Lavanya Mathialagan,Unique,0.1,NIL,WhatsApp,English,1f16c663-48bc-6009-8042-dc48dc20f329,How can I identify and manage calcium deficiency in tomato crops in Andhra Pradesh?,Soil Health and Nutrient Management,"Jun 20, 2026, 10:39 AM","20/6/2026, 10:39:24 am",#VALUE!,Within SLA,Successfully Identified as Duplicate,Well Framed,English,English,Correct,NIL,Correctly Tagged as Duplicate,Correctly Tagged as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Successfully Identified as Duplicate,NA,Successfully Identified as Duplicate,Successfully Identified as Duplicate,NA,NA,NA,NA,NA,NA,NA,NA,Duplicate,Duplicate,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,,Expected Output,,,
TL-1207,2026-06-17,Dhaarani S,Unique,0.1,NIL,Web App,English,1f16a18f-86be-6c25-8005-267c6f112689,How can I identify and manage damping-off disease in tomato seedlings?,Disease Management,12:21:30,"6/20/2026, 10:44:29 AM",66517823.0,SLA Breached,Yes,Well Framed,English,English,Correct,NA,NA,NA,Varsha Shekhar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,"2 hours disclaimer is seen. Still it shows 2 hours disclaimer (6/19/2026, 7:09:54 AM). Regenerate it again (20/06/2026, 10: 44:29 Am) and got the answer. No issues. Good to go.",,,,
TL-1208,2026-06-17,Dhaarani S,Unique,0.1,NIL,WhatsApp,English,1f16c682-ec27-6572-801b-034a3a549790,How can I identify and manage damping-off disease in tomato seedlings?,Disease Management,"20/06/2026,   10:53:23","6/20/2026, 10:53:34 AM",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NA,NA,NA,Varsha Shekhar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Asked the question afterit was closed in web and I received the same answer. No issues. Good to go. After few minutes 11:11 AM again I got the answer but with the moderator's name.,,,,
TL-1210,2026-06-17,Dhaarani S,Unique,0.1,NIL,WhatsApp,English,1f16c69d-2271-61ca-8022-87cc4e877804,"What are the common fungal diseases affecting tomato crops, and how can they be effectively managed?",Disease Management,"20/06/2026,  11:05:07","6/20/2026, 11:05:17 AM",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NA,Correctly Tagged as Duplicate,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Partially Correct,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,"For this unique question chatbot provides the answer based on the refernce of this (What are the common diseases in tomato crop in Andhra Pradesh, Anantapur?) question but it is not fully correct.",,,,
TL-1211,2026-06-17,Dhaarani S,Unique,0.1,NIL,Web App,English,1f16a1ad-386e-6f18-8005-9f62104b4c72,"What are the common micronutrient deficiencies in tomato crops, and how can they be managed to ensure healthy fruit development?",Soil Health and Nutrient Management,12:34:47,"6/20/2026, 11:16:21 AM",66517841.6,SLA Breached,Yes,Well Framed,English,English,Correct,NA,NA,NA,Yash Praveen Khot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,"2 hours disclaimer is seen. Regenerate still shows 2 hours disclaimer (6/19/2026, 7:45:58 AM). Again regenerate (20/06/2026. 11:16 AM ) received the answer. Good to go.",,,,
TL-1212,2026-06-17,Dhaarani S,Unique,0.1,NIL,WhatsApp,English,1f16c6d6-9573-62b0-802a-bb04ca696e96,"What are the common micronutrient deficiencies in tomato crops, and how can they be managed to ensure healthy fruit development?",Soil Health and Nutrient Management,"6/20/2026, 11:30:59 AM","20/06/2026,   11:31:06",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NA,NA,NA,Yash Praveen Khot,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,After the question was closed in the web I asked the same question in the whatsapp and got the same answer. Good to go. But after 10 minutes I got the same answer but different author names.,,,,
TL-1213,2026-06-17,Dhaarani S,Unique,0.1,NIL,Web App,English,1f16a1b2-3fb6-68a5-8005-b61d0752313a,What are the best practices and recommended schedules for foliar nutrient sprays in tomato cultivation to improve yield and fruit quality?,Soil Health and Nutrient Management,12:37:02,"6/20/2026, 11:40:13 AM",66517863.2,SLA Breached,Yes,Well Framed,English,English,Correct,NA,NA,NA,Neelima M B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,"2 hours disclaimer is seen. Rgenerate to get the answer but still it shows 2 hours disclaimer (6/19/2026, 7:48:35 AM). Again regenerate then only received the answer (20/06/2026, 11: 39 AM)",,,,
TL-1214,2026-06-17,Dhaarani S,Unique,0.1,NIL,WhatsApp,English,1f16c703-7604-6845-8032-05ce2a6081e0,What are the best practices and recommended schedules for foliar nutrient sprays in tomato cultivation to improve yield and fruit quality?,Soil Health and Nutrient Management,"20/06/2026,   11:50:50","6/20/2026, 11:51:04 AM",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NA,NA,NA,Neelima M B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,After the question was closed in the web I asked the same question in the whatsapp and got the same answer. Good to go. After 10 minutes I eceived the same answer with moderator's name instead of author's name.,,,,
TL-1215,2026-06-17,Dhaarani S,Unique,0.1,NIL,Web App,English,1f16a1b6-868b-6554-8005-768622f1fd9e,What are the best practices for water management and irrigation in tomato cultivation to ensure optimal yield?,Irrigation and Water Management,12:38:57,"6/20/2026, 11:57:15 AM",66517878.3,SLA Breached,Yes,Well Framed,English,English,Correct,NA,NA,NA,Sanjay Choudhary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,"2 hours disclaimer is seen. It still shows 2 hours disclaimer even after regenerate in (6/19/2026, 7:52:32 AM). Again I regenerate (20/06/2026, 11:57) then only received the answer didn't get any notification. The answers are correct no issues. Good to go.",,,,
TL-1216,2026-06-17,Dhaarani S,Unique,0.1,NIL,WhatsApp,English,1f16c73a-31f9-69a1-803a-4f455cd943bd,What are the best practices for water management and irrigation in tomato cultivation to ensure optimal yield?,Irrigation and Water Management,"20/06/2026, 12:15:19","6/20/2026, 12:15:33 PM",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NA,NA,NA,Sanjay Choudhary,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,After the question was closed in the web I asked the same question in the whatsapp and got the same answer. Good to go.,,,,
TL-1217,2026-06-17,Dhaarani S,Unique,0.1,NIL,Web App,English,1f16a1bc-2709-621a-8005-fefc13154613,"What are the primary causes of poor vegetative growth and stunted development in tomato crops, and how can they be managed?",Plant protection,12:41:28,"6/20/2026, 12:19:23 PM",66517897.9,SLA Breached,Yes,Well Framed,English,English,Correct,NA,NA,NA,Soumya R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,"2 hours disclaimer is seen. It still shows 2 hours disclaimer even after regenerate in (6/19/2026, 7:56:22 AM). Again I regenerate (20/06/2026, 12:20 PM) then only received the answer didn't get any notification. The answers are correct no issues. Good to go.",,,,
TL-1218,2026-06-17,Dhaarani S,Unique,0.1,NIL,WhatsApp,English,1f16c745-9dce-63a1-8041-2e8e729da974,"What are the primary causes of poor vegetative growth and stunted development in tomato crops, and how can they be managed?",Plant protection,"20/06/2026,   12:20:32","6/20/2026, 12:20:40 PM",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NA,NA,NA,Soumya R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,After the question was closed in the web I asked the same question in the whatsapp and got the same answer. Good to go. ,,,,
TL-1219,2026-06-17,Dhaarani S,Unique,0.1,NIL,Web App,English,1f16a1c2-3c78-6a17-8005-2c80688f7c86,"What are the possible causes of leaf yellowing in tomato plants, and how can it be effectively managed?",Plant protection,12:44:11,"6/20/2026, 12:31:48 PM",66517907.6,SLA Breached,Yes,Well Framed,English,English,Correct,NA,NA,NA,Anil Kumar S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,"2 hours disclaimer is seen. Still shows 2 hours disclaimer (6/19/2026, 7:59:24 AM). Again I regenerate (20/06/2026, 12:31) then only received the answer didn't get any notification. The answer is correct no issues. Good to Go.",,,,
TL-1220,2026-06-17,Dhaarani S,Unique,0.1,NIL,WhatsApp,English,1f16c771-f8bd-6224-8048-5328cbd7f675,"What are the possible causes of leaf yellowing in tomato plants, and how can it be effectively managed?",Plant protection,"20/06/2026,   12:40:14","6/20/2026, 12:40:31 PM",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NA,NA,NA,Anil Kumar S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,After the question was closed in the web I asked the same question in the whatsapp and got the same answer. Good to go. ,,,,
TL-1221,2026-06-17,Dhaarani S,Unique,0.1,NIL,Web App,English,1f16a1c6-3342-6000-8005-931b67ff4075,"What are the causes, symptoms, and management strategies for dieback disease in tomato crops?",Disease Management,12:45:58,"6/20/2026, 12:45:56 PM",66517920.0,SLA Breached,Yes,Well Framed,English,English,Correct,NA,NA,Yes,Suresh Bhardwaj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,"2 hours disclaimer is seen. Still shows 2 hours disclaimer (6/19/2026, 8:02:15 AM). Again I regenerte (20/06/2026, 12:45) then only I got the answer it didn't give any notifications. The answer is correcr no issues. Good to go.",,,,
TL-1222,2026-06-17,Dhaarani S,Unique,0.1,NIL,WhatsApp,English,1f16c78b-f7ea-6b10-804f-fcf134b43ca9,"What are the causes, symptoms, and management strategies for dieback disease in tomato crops?",Disease Management,"20/06/2026,   12:51:52","6/20/2026, 12:52:08 PM",#VALUE!,Within SLA,Yes,Well Framed,English,English,Correct,NA,NA,NA,Suresh Bhardwaj,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,After the question was closed in the web I asked the same question in the whatsapp and got the same answer. Good to go. ,,,,
TL-1225,2026-06-17,Dhaarani S,GDP,0.1,NIL,Web App,English,1f16a257-bdcc-62db-8005-a18907c8c457,Which is the best seed variety for paddy in Karnataka?,Seed and Variety Selection,13:50:54,13:51:04,0.2,Within SLA,Yes,Well Framed,English,English,Correct,NA,Correctly Tagged as Duplicate,NA,C Sai Durga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Successfully Identified as Duplicate,Provided & Relevant,NA,NA,NA,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Received correct answer. No issues in answer but it shows moderator's name instead of author's name.,,,,
TL-1226,2026-06-17,Dhaarani S,GDP,0.1,NIL,WhatsApp,English,1f16a26b-0836-6b34-8029-3a79b1c2d271,Which is the best seed variety for paddy in Karnataka?,Seed and Variety Selection,13:59:36,13:59:42,0.1,Within SLA,Yes,Well Framed,English,English,Correct,NA,Correctly Tagged as Duplicate,NA,C Sai Durga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Successfully Identified as Duplicate,Provided & Relevant,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,Received correct answer. No issues in answer but it shows moderator's name instead of author's name.,,,,
TL-1340,2026-06-18,Dhaarani S,Unique,0.1,NIL,Web App,English,1f16ad74-a17d-6cd5-8005-9b9500dc8519,Which fertilizers are most suitable for application during the land preparation (tilth) stage in tomato cultivation?,Soil Health and Nutrient Management,"6/18/2026, 11:03:51 AM","20/2026, 8:26:21 AM",#VALUE!,SLA Breached,Yes,Well Framed,English,English,Correct,NA,NA,NA,Deepak S R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,Yes,Provided & Relevant,Yes,Not Received,Yes,NA,Yes,Yes,Clear,Clear,NA,NA,NA,NA,Saved,Saved,Successfully Identified as Duplicate,Yes,Pass,No Defect,,NIL,2 hours disclaimer is seen. I regenerate and got the answer it did not give any notification.,,,,
